pl_name,st_spectype,sy_umagstr,sy_gmagstr,sy_rmagstr,sy_imagstr,sy_zmagstr
"Kepler-1655 b",,"14.5027000&plusmn;0.0065541","11.4818000&plusmn;0.0005381","11.0932000&plusmn;0.0005851","10.9806000&plusmn;0.0005738","13.1015000&plusmn;0.0127305"
"Kepler-107 e",,,,,,
"Kepler-49 b",,,,,,
"HD 173416 b",,,,,,
"HD 47366 b","K1 III",,,,,
"HD 47366 b",,,,,,
"HD 99492 b",,,,,,
"HD 99492 b",,,,,,
"kap CrB b",,,,,,
"HD 180314 b",,,,,,
"Kepler-236 c",,"19.52930&plusmn;0.03067","16.8858000&plusmn;0.0042527","15.463100&plusmn;0.003346","14.7436000&plusmn;0.0038581","14.3584000&plusmn;0.0045199"
"HD 150706 b","G0 V",,,,,
"HAT-P-60 b",,,,,,
"Kepler-16 b",,,,,,
"Kepler-52 b",,,,,,
"Kepler-1653 b",,,,,,
"Kepler-114 d",,,,,,
"Kepler-558 b",,,,,,
"Kepler-668 b",,,,,,
"Kepler-672 b",,,,,,
"Kepler-525 b",,,,,,
"Kepler-352 d",,,,,,
"Kepler-1665 b",,,,,,
"Kepler-196 b",,,,,,
"Kepler-305 d",,,,,,
"KOI-984 b",,,,,,
"Kepler-1672 b",,,,,,
"Kepler-1879 b",,,,,,
"Kepler-1840 b",,,,,,
"Kepler-1805 b",,"19.0486000&plusmn;0.0250531","16.4407000&plusmn;0.0037777","15.0154000&plusmn;0.0031276","14.2635000&plusmn;0.0031858","13.8610000&plusmn;0.0037729"
"Kepler-529 d",,,,,,
"Kepler-1311 d",,,,,,
"Kepler-1889 b",,,,,,
"Kepler-1760 b",,,,,,
"Kepler-196 c",,,,,,
"Kepler-783 b",,,,,,
"Kepler-1776 b",,,,,,
"Kepler-1085 c",,,,,,
"Kepler-716 b",,,,,,
"Kepler-1844 b",,"17.7447000&plusmn;0.0121341","16.2376000&plusmn;0.0035043","15.6511000&plusmn;0.0037133","15.4351000&plusmn;0.0036023","15.390300&plusmn;0.005527"
"Kepler-783 c",,,,,,
"Kepler-1785 b",,,,,,
"HD 137496 b","G",,,,,
"Kepler-1808 b",,"17.5114000&plusmn;0.0100783","15.8344000&plusmn;0.0032079","15.1876000&plusmn;0.0034425","14.945400&plusmn;0.003508","14.8306000&plusmn;0.0045947"
"Kepler-1837 b",,,,,,
"Kepler-1798 b",,,,,,
"Kepler-1723 b",,,,,,
"Kepler-1837 b",,,,,,
"Kepler-196 d",,,,,,
"TOI-5678 b","G7 V",,,,,
"HIP 8541 b","K2 III/IV",,,,,
"TOI-1859 b",,,,,,
"HD 156098 c",,,,,,
"HD 25912 b",,,,,,
"HD 93351 c",,,,,,
"HD 203387 c",,,,,,
"HIP 65891 b",,,,,,
"HD 11506 b","G0 V",,,,,
"HD 27894 d",,,,,,
"GJ 229 b","M1/M2 V",,,,,
"HD 125612 b",,,,,,
"HD 153557 d",,,,,,
"GJ 676 A d",,,,,,
"HD 151450 b",,,,,,
"GJ 2030 b",,,,,,
"HD 11506 b","G0 V",,,,,
"HD 18143 b",,,,,,
"HD 27894 b",,,,,,
"GJ 229 b",,,,,,
"HD 74156 b",,,,,,
"HIP 67851 c","K0 III",,,,,
"HD 144899 b",,,,,,
"HD 12235 c",,,,,,
"HD 168443 b",,,,,,
"BD-210397 b","K7 V",,,,,
"BD-210397 c","K7 V",,,,,
"BD-210397 c","K7 V",,,,,
"HD 183263 c",,,,,,
"HD 219828 c",,,,,,
"TOI-784 b",,,,,,
"TOI-784 b","G",,,,,
"HD 4113 b","G5",,,,,
"HD 4113 b",,,,,,
"HD 11506 b",,,,,,
"HD 27894 b","K2 V",,,,,
"HD 28185 b",,,,,,
"HD 28185 b","G0 V",,,,,
"HD 28185 c",,,,,,
"Kepler-1776 b",,,,,,
"Kepler-305 d",,,,,,
"HD 214823 b","G0",,,,,
"Kepler-607 c",,,,,,
"Kepler-1001 c",,,,,,
"Kepler-1468 b",,,,,,
"Kepler-1873 b",,,,,,
"Kepler-1825 b",,,,,,
"Kepler-1846 b",,,,,,
"OGLE-2017-BLG-1691L b",,,,,,
"OGLE-2017-BLG-1691L b",,,,,,
"Kepler-1887 b",,,,,,
"Kepler-1791 b",,,,,,
"OGLE-2017-BLG-1691L b",,,,,,
"KMT-2021-BLG-1554L b",,,,,,
"KMT-2021-BLG-1554L b",,,,,,
"KMT-2021-BLG-1554L b",,,,,,
"Kepler-1775 b",,"15.0750000&plusmn;0.0041165","13.7534000&plusmn;0.0030459","13.2530000&plusmn;0.0059216","15.9771000&plusmn;0.0155231","13.2206000&plusmn;0.0037632"
"Kepler-1849 b",,,,,,
"Kepler-1988 b",,,,,,
"Kepler-1985 b",,,,,,
"Kepler-1991 c",,,,,,
"Kepler-1991 b",,,,,,
"Kepler-1987 c",,,,,,
"Kepler-1987 b",,,,,,
"Kepler-1986 b",,,,,,
"Kepler-1997 b",,,,,,
"Kepler-1980 b",,,,,,
"Kepler-1989 b",,,,,,
"Kepler-1996 b",,,,,,
"Kepler-1978 b",,"17.8911000&plusmn;0.0117224","16.0295000&plusmn;0.0033467","15.3058000&plusmn;0.0033672","15.0575000&plusmn;0.0034018","14.9269000&plusmn;0.0043934"
"Kepler-1996 c",,,,,,
"Kepler-1996 b",,,,,,
"Kepler-1978 b",,"17.8911000&plusmn;0.0117224","16.0295000&plusmn;0.0033467","15.3058000&plusmn;0.0033672","15.0575000&plusmn;0.0034018","14.9269000&plusmn;0.0043934"
"Kepler-1725 b",,,,,,
"Kepler-1713 b",,,,,,
"Kepler-1715 b",,,,,,
"Kepler-1925 b",,,,,,
"Kepler-529 b",,,,,,
"Kepler-1488 b",,,,,,
"Kepler-352 d",,,,,,
"Kepler-1311 b",,,,,,
"Kepler-457 d",,,,,,
"K2-408 b","G7",,,,,
"Kepler-394 b",,,,,,
"Kepler-324 b",,,,,,
"Kepler-1781 b",,,,,,
"Kepler-633 c",,,,,,
"Kepler-381 b",,,,,,
"Kepler-1672 b",,,,,,
"Kepler-1686 b",,,,,,
"Kepler-1939 b",,,,,,
"Kepler-1751 b",,,,,,
"Kepler-1771 b",,,,,,
"Kepler-1907 c",,,,,,
"Kepler-1760 b",,,,,,
"Kepler-1677 b",,,,,,
"Kepler-1816 b",,,,,,
"Kepler-589 b",,,,,,
"K2-374 c","G3","15.6129000&plusmn;0.0105885","13.316500&plusmn;0.001573","12.6953000&plusmn;0.0009863","12.5771000&plusmn;0.0018506","14.0956000&plusmn;0.0111332"
"Kepler-1763 b",,,,,,
"Kepler-1829 b",,,,,,
"Kepler-1965 b",,"15.5400000&plusmn;0.0046357","14.0734000&plusmn;0.0026566","13.6208000&plusmn;0.0031901","16.6656000&plusmn;0.0156601","13.3834000&plusmn;0.0035683"
"Kepler-1850 b",,,,,,
"Kepler-1726 b",,,,,,
"Kepler-1761 b",,,,,,
"Kepler-1165 b",,,,,,
"Kepler-1321 d",,,,,,
"Kepler-1315 c",,,,,,
"Kepler-1725 b",,,,,,
"Kepler-1928 b",,"15.4570000&plusmn;0.0057911","14.0707000&plusmn;0.0043308","12.5918000&plusmn;0.0013707","12.6537000&plusmn;0.0027898","13.5726000&plusmn;0.0062293"
"Kepler-1762 b",,,,,,
"Kepler-1716 b",,,,,,
"Kepler-589 c",,,,,,
"Kepler-1882 b",,,,,,
"Kepler-1468 c",,,,,,
"Kepler-1745 b",,,,,,
"Kepler-1771 b",,,,,,
"Kepler-1758 b",,,,,,
"Kepler-1764 b",,,,,,
"Kepler-1514 c",,"14.5860000&plusmn;0.0053565","12.3564000&plusmn;0.0009404","14.3464000&plusmn;0.0092633","11.853100&plusmn;0.000782","13.1034000&plusmn;0.0066013"
"Kepler-633 b",,,,,,
"Kepler-1763 b",,,,,,
"Kepler-1929 b",,,,,,
"Kepler-1832 b",,,,,,
"Kepler-1792 b",,,,,,
"Kepler-598 b",,,,,,
"Kepler-1931 b",,,,,,
"Kepler-352 b",,,,,,
"Kepler-1698 b",,,,,,
"Kepler-1689 b",,"14.4947000&plusmn;0.0044514","14.8466000&plusmn;0.0082332","13.9398000&plusmn;0.0075373","14.5158000&plusmn;0.0097171","12.8530000&plusmn;0.0046358"
"Kepler-1952 b",,,,,,
"Kepler-1949 b",,,,,,
"Kepler-324 b",,,,,,
"Kepler-616 c",,,,,,
"Kepler-385 b",,,,,,
"Kepler-394 d",,,,,,
"Kepler-1828 b",,"16.8915000&plusmn;0.0085311","15.3757000&plusmn;0.0031602","14.8255000&plusmn;0.0030395","14.6304000&plusmn;0.0034156","14.554400&plusmn;0.004376"
"Kepler-1827 b",,,,,,
"Kepler-1944 b",,,,,,
"Kepler-1726 b",,,,,,
"Kepler-1085 c",,,,,,
"Kepler-1698 b",,,,,,
"Kepler-1829 b",,,,,,
"Kepler-1667 b",,,,,,
"Kepler-1675 b",,"15.6179000&plusmn;0.0055086","14.252400&plusmn;0.003787","13.6602000&plusmn;0.0041542","16.3671000&plusmn;0.0159172","13.4930000&plusmn;0.0046919"
"Kepler-1741 b",,,,,,
"Kepler-107 b",,,,,,
"Kepler-323 b",,"15.1679000&plusmn;0.0057609","13.7364000&plusmn;0.0038912","12.7214000&plusmn;0.0016089","12.8334000&plusmn;0.0034481","13.3957000&plusmn;0.0051624"
"Kepler-1876 b",,,,,,
"K2-36 b",,,,,,
"K2-38 b",,,,,,
"K2-38 c",,,,,,
"K2-110 b",,,,,,
"K2-111 b",,,,,,
"K2-167 b",,,,,,
"K2-222 b",,,,,,
"K2-263 b",,"15.0835000&plusmn;0.0077291","14.6406000&plusmn;0.0099279","11.4548000&plusmn;0.0006898","11.2809000&plusmn;0.0009057","11.433900&plusmn;0.002279"
"HD 80653 b",,,,,,
"L 363-38 b",,,,,,
"TOI-540 b","M V",,,,,
"K2-346 b",,"15.4311000&plusmn;0.0069786","12.6310000&plusmn;0.0009462","11.7257000&plusmn;0.0008616","11.4026000&plusmn;0.0006153","11.6292000&plusmn;0.0029388"
"Kepler-1876 b",,,,,,
"K2-167 b",,,,,,
"EPIC 220674823 b",,"14.7932000&plusmn;0.0057755","12.6287000&plusmn;0.0010296","12.0262000&plusmn;0.0009511","11.8122000&plusmn;0.0010093","12.9569000&plusmn;0.0066982"
"TOI-620 b","M2.5 V",,,,,
"TOI-620 b",,,,,,
"K2-167 b",,,,,,
"Kepler-595 b",,,,,,
"Kepler-394 d",,,,,,
"Kepler-1780 b",,,,,,
"Kepler-1954 b",,,,,,
"Kepler-598 b",,,,,,
"Kepler-1768 b",,,,,,
"Kepler-1888 b",,,,,,
"Kepler-1514 c",,"14.5860000&plusmn;0.0053565","12.3564000&plusmn;0.0009404","14.3464000&plusmn;0.0092633","11.853100&plusmn;0.000782","13.1034000&plusmn;0.0066013"
"Kepler-281 b",,,,,,
"Kepler-1936 b",,,,,,
"Kepler-1817 b",,,,,,
"Kepler-1950 b",,,,,,
"WASP-193 b",,,,,,
"Kepler-1695 b",,,,,,
"VHS J125601.92-125723.9 b",,,,,,
"VHS J125601.92-125723.9 b",,,,,,
"TOI-942 b",,,,,,
"TOI-942 c",,,,,,
"Kepler-450 d",,,,,,
"HD 104067 b",,,,,,
"TOI-5344 b",,"18.6443000&plusmn;0.0182325","16.2858000&plusmn;0.0039549","15.8385000&plusmn;0.0128148","13.7905000&plusmn;0.0040351","13.2907000&plusmn;0.0038689"
"TOI-5344 b",,"18.6443000&plusmn;0.0182325","16.2858000&plusmn;0.0039549","15.8385000&plusmn;0.0128148","13.7905000&plusmn;0.0040351","13.2907000&plusmn;0.0038689"
"TOI-5344 b",,"18.6443000&plusmn;0.0182325","16.2858000&plusmn;0.0039549","15.8385000&plusmn;0.0128148","13.7905000&plusmn;0.0040351","13.2907000&plusmn;0.0038689"
"HD 80653 b",,,,,,
"Kepler-49 b",,,,,,
"K2-38 b","G2 V",,,,,
"HIP 99770 b","A5-A6",,,,,
"HD 38529 c",,,,,,
"HD 68402 b","G5 IV/V",,,,,
"Kepler-1694 b",,,,,,
"Kepler-1828 b",,"16.8915000&plusmn;0.0085311","15.3757000&plusmn;0.0031602","14.8255000&plusmn;0.0030395","14.6304000&plusmn;0.0034156","14.554400&plusmn;0.004376"
"Kepler-1530 d",,,,,,
"Kepler-305 b",,,,,,
"HD 224538 b","F8/G0 IV/V",,,,,
"Kepler-1767 b",,,,,,
"Kepler-1949 b",,,,,,
"K2-277 b",,,,,,
"HIP 41378 f",,,,,,
"K2-100 b",,,,,,
"Kepler-487 d",,,,,,
"Kepler-1165 c",,,,,,
"Kepler-1995 b",,,,,,
"Kepler-1678 b",,,,,,
"Kepler-1938 b",,,,,,
"Kepler-2001 b",,,,,,
"Kepler-1993 b",,,,,,
"Kepler-1979 b",,"17.206200&plusmn;0.009962","15.6884000&plusmn;0.0031461","15.1496000&plusmn;0.0031474","14.9660000&plusmn;0.0033739","14.901700&plusmn;0.004636"
"Kepler-2000 b",,,,,,
"Kepler-1990 b",,,,,,
"Kepler-1988 b",,,,,,
"Kepler-1991 b",,,,,,
"Kepler-1989 b",,,,,,
"Kepler-1981 b",,"15.2420000&plusmn;0.0046416","14.0759000&plusmn;0.0031915","13.5474000&plusmn;0.0043238","13.4506000&plusmn;0.0019513","13.296500&plusmn;0.003892"
"Kepler-1977 b",,,,,,
"Kepler-1892 b",,,,,,
"Kepler-1764 b",,,,,,
"Kepler-1945 b",,,,,,
"HD 32518 b","K1 III",,,,,
"HD 2952 b",,,,,,
"HD 4732 c","K0 IV",,,,,
"eps Tau b",,,,,,
"HD 81688 b",,"13.0932000&plusmn;0.0039422","10.9213000&plusmn;0.0039214","9.3190600&plusmn;0.0061369","8.7183400&plusmn;0.0069218","7.8516900&plusmn;0.0015327"
"HD 99492 b","K2 V",,,,,
"11 Com b",,,,,,
"Kepler-1862 b",,,,,,
"Kepler-305 e",,,,,,
"Kepler-485 b",,,,,,
"CoRoT-4 b",,"15.5452000&plusmn;0.0052072","14.3082000&plusmn;0.0040928","15.1978000&plusmn;0.0123776","14.073900&plusmn;0.012555","13.7405000&plusmn;0.0045871"
"Kepler-686 b",,,,,,
"Kepler-426 b",,,,,,
"Kepler-1841 b",,,,,,
"Kepler-385 c",,,,,,
"K2-146 b",,,,,,
"Kepler-1901 b",,,,,,
"Kepler-616 b",,,,,,
"Kepler-1312 b",,,,,,
"Kepler-1860 b",,,,,,
"Kepler-472 b",,,,,,
"Kepler-633 b",,,,,,
"Kepler-1826 b",,,,,,
"HD 38529 c",,,,,,
"HD 38529 c",,,,,,
"GJ 229 A c",,,,,,
"HD 74156 b",,,,,,
"HD 74156 b",,,,,,
"HD 74156 b",,,,,,
"HD 115404 A b",,,,,,
"HIP 67851 b","K0 III",,,,,
"HIP 67851 c","K0 III",,,,,
"HD 125612 d","G3 V",,,,,
"HD 13724 c",,,,,,
"HD 156098 b",,,,,,
"HD 12235 b",,,,,,
"HD 153557 b",,,,,,
"HD 156279 b","G6",,,,,
"HD 156279 b",,,,,,
"HD 155918 b",,,,,,
"GJ 676 A b","M0 V",,,,,
"GJ 676 A c",,,,,,
"HD 168443 c",,,,,,
"HD 168443 c",,,,,,
"HD 168443 c",,,,,,
"HD 168443 b",,,,,,
"HD 183263 b","G2 IV",,,,,
"HD 183263 c",,,,,,
"HD 204313 b",,,,,,
"HD 204313 b","G5 V",,,,,
"HD 217786 c",,,,,,
"HD 219828 b","G0 IV",,,,,
"HD 219828 c","G0 IV",,,,,
"HD 11506 d",,,,,,
"HD 27894 d","K2 V",,,,,
"HD 38529 c",,,,,,
"HD 38529 c",,,,,,
"HD 43197 b",,,,,,
"HD 125612 d",,,,,,
"HD 125612 c","G3 V",,,,,
"HD 127506 b",,,,,,
"GJ 676 A e",,,,,,
"HD 183263 b",,,,,,
"HD 219828 b",,,,,,
"HD 122562 c",,,,,,
"HD 203387 b",,,,,,
"HD 181234 b","G8 IV",,,,,
"HD 25015 b","K2 V",,,,,
"HD 30177 c",,,,,,
"HD 181234 b",,,,,,
"HD 55696 b","G0 V",,,,,
"HATS-75 b",,,,,,
"HD 142 b",,,,,,
"HD 38529 b","G4 IV",,,,,
"HD 38529 b",,,,,,
"HD 81817 c",,,,,,
"HD 125612 c",,,,,,
"HD 204313 b",,,,,,
"HD 219828 b","G0 IV",,,,,
"HD 11506 b","G0 V",,,,,
"HD 142 b",,,,,,
"HD 183263 b",,,,,,
"HD 204313 c","G5 V",,,,,
"HD 219828 b","G0 IV",,,,,
"HIP 56640 b",,,,,,
"HD 145675 c",,,,,,
"HD 93351 b",,,,,,
"HD 125612 b","G3 V",,,,,
"HD 81817 b",,,,,,
"HD 43197 c",,,,,,
"HD 175167 b",,,,,,
"HD 217786 b",,,,,,
"HD 18015 b","G6 IV",,,,,
"HD 95544 b","G0",,,,,
"HD 103891 b","F8 V",,,,,
"HD 66428 c",,,,,,
"TOI-4127 b",,,,,,
"NGTS-4 b",,,,,,
"TOI-3364 b",,,,,,
"K2-98 b",,"14.8585000&plusmn;0.0057237","12.7167000&plusmn;0.0011005","12.1294000&plusmn;0.0009827","12.0217000&plusmn;0.0014758","13.506700&plusmn;0.008161"
"K2-330 b",,,,,,
"K2-105 b",,"15.1324000&plusmn;0.0067427","12.432100&plusmn;0.000896","11.7522000&plusmn;0.0008132","11.5689000&plusmn;0.0008367","12.9819000&plusmn;0.0061429"
"K2-105 b",,"15.1324000&plusmn;0.0067427","12.432100&plusmn;0.000896","11.7522000&plusmn;0.0008132","11.5689000&plusmn;0.0008367","12.9819000&plusmn;0.0061429"
"K2-105 b",,"15.1324000&plusmn;0.0067427","12.432100&plusmn;0.000896","11.7522000&plusmn;0.0008132","11.5689000&plusmn;0.0008367","12.9819000&plusmn;0.0061429"
"K2-105 b",,"15.1324000&plusmn;0.0067427","12.432100&plusmn;0.000896","11.7522000&plusmn;0.0008132","11.5689000&plusmn;0.0008367","12.9819000&plusmn;0.0061429"
"GJ 3929 b",,"16.2917000&plusmn;0.0070385","15.1610000&plusmn;0.0056437","12.2405000&plusmn;0.0009209","10.9214000&plusmn;0.0010055","10.8516000&plusmn;0.0022196"
"Kepler-1860 b",,,,,,
"Kepler-281 b",,,,,,
"Kepler-1838 b",,,,,,
"Kepler-616 d",,,,,,
"Kepler-1832 b",,,,,,
"Kepler-1965 b",,"15.5400000&plusmn;0.0046357","14.0734000&plusmn;0.0026566","13.6208000&plusmn;0.0031901","16.6656000&plusmn;0.0156601","13.3834000&plusmn;0.0035683"
"K2-184 b",,,,,,
"Kepler-1729 b",,,,,,
"Kepler-1811 b",,,,,,
"Kepler-1779 b",,,,,,
"Kepler-1073 b",,,,,,
"HATS-14 b",,,,,,
"K2-291 b",,,,,,
"HD 73583 b","K4 V",,,,,
"HD 73583 b",,,,,,
"HD 73583 b","K4 V",,,,,
"HD 73583 b","K4",,,,,
"HD 73583 c","K4 V",,,,,
"HD 73583 c",,,,,,
"HD 73583 c","K4",,,,,
"K2-346 b",,"15.4311000&plusmn;0.0069786","12.6310000&plusmn;0.0009462","11.7257000&plusmn;0.0008616","11.4026000&plusmn;0.0006153","11.6292000&plusmn;0.0029388"
"Kepler-281 c",,,,,,
"K2-403 b",,"15.277700&plusmn;0.007808","12.7979000&plusmn;0.0009719","12.2068000&plusmn;0.0008165","12.0391000&plusmn;0.0005732","13.2616000&plusmn;0.0080549"
"K2-275 b",,,,,,
"Wolf 1069 b","M5.0 V","17.3430000&plusmn;0.0121302","15.4884000&plusmn;0.0055867","15.4133000&plusmn;0.0120953","15.0546000&plusmn;0.0131872","12.8384000&plusmn;0.0120512"
"HD 147379 b","M1",,,,,
"omi CrB b",,,,,,
"gam Lib c","K0 III",,,,,
"kap CrB b",,,,,,
"kap CrB b",,,,,,
"kap CrB b",,,,,,
"HD 147379 b","M0.0 V",,,,,
"nu Oph b","K0 III",,,,,
"HD 167042 b",,,,,,
"HD 167042 b",,,,,,
"HD 180314 b",,,,,,
"18 Del b","G6 III",,,,,
"HD 208897 b","K0",,,,,
"14 And b","K0 III",,,,,
"HD 2952 b","K0 III",,,,,
"HD 47366 c","K1 III",,,,,
"HD 99492 b",,,,,,
"11 Com b","G8 III",,,,,
"kap CrB b","K0 III-IV",,,,,
"HD 145457 b",,,,,,
"Kepler-15 b",,,,,,
"Kepler-731 b",,,,,,
"Kepler-718 b",,,,,,
"WASP-77 A b","G8 V","13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b","G8 V","13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b","G8 V","13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b","G8 V","13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"WASP-77 A b",,"13.9531000&plusmn;0.0059419","12.9972000&plusmn;0.0028179","11.7970000&plusmn;0.0010792","11.4129000&plusmn;0.0015897","12.4989000&plusmn;0.0110875"
"LTT 9779 b",,,,,,
"LTT 9779 b",,,,,,
"LTT 9779 b","G7 V",,,,,
"LTT 9779 b","G7 V",,,,,
"Kepler-32 b",,,,,,
"HATS-55 b",,,,,,
"K2-275 b",,,,,,
"CoRoT-25 b",,,,,,
"HD 113337 b",,,,,,
"Kepler-685 b",,,,,,
"Kepler-45 b",,,,,,
"Kepler-127 c",,,,,,
"Kepler-1797 b",,,,,,
"Kepler-1959 b",,,,,,
"Kepler-501 c",,,,,,
"Kepler-1746 b",,,,,,
"Kepler-1819 b",,,,,,
"Kepler-1725 b",,,,,,
"Kepler-1849 b",,,,,,
"Kepler-1698 b",,,,,,
"Kepler-1701 b",,,,,,
"Kepler-427 b",,,,,,
"CoRoT-18 b",,"16.9794000&plusmn;0.0071777","15.3870000&plusmn;0.0036424","14.7454000&plusmn;0.0044737","14.5159000&plusmn;0.0043373","14.4078000&plusmn;0.0046509"
"Kepler-427 b",,,,,,
"Kepler-1099 b",,,,,,
"Kepler-432 b",,,,,,
"Kepler-1099 b",,,,,,
"Kepler-427 b",,,,,,
"Kepler-432 b",,,,,,
"Kepler-1099 b",,,,,,
"Kepler-432 b",,,,,,
"Kepler-427 b",,,,,,
"Kepler-1099 b",,,,,,
"HR 858 b",,,,,,
"Kepler-432 b",,,,,,
"CoRoT-18 b","G9 V","16.9794000&plusmn;0.0071777","15.3870000&plusmn;0.0036424","14.7454000&plusmn;0.0044737","14.5159000&plusmn;0.0043373","14.4078000&plusmn;0.0046509"
"KIC 5479689 b",,,,,,
"Kepler-1994 b",,,,,,
"Kepler-1995 b",,,,,,
"Kepler-1996 c",,,,,,
"Kepler-501 c",,,,,,
"Kepler-1996 b",,,,,,
"Kepler-1997 b",,,,,,
"Kepler-1998 b",,,,,,
"Kepler-1999 b",,,,,,
"Kepler-2000 b",,,,,,
"Kepler-2000 c",,,,,,
"Kepler-2001 c",,,,,,
"Kepler-2001 b",,,,,,
"Kepler-352 b",,,,,,
"Kepler-529 b",,,,,,
"Kepler-1901 b",,,,,,
"Kepler-783 c",,,,,,
"Kepler-1916 b",,,,,,
"Kepler-1777 b",,"15.7988000&plusmn;0.0051265","14.3933000&plusmn;0.0030134","13.8873000&plusmn;0.0029364","13.7469000&plusmn;0.0028866","13.6823000&plusmn;0.0036488"
"Kepler-381 d",,,,,,
"Kepler-1751 b",,,,,,
"Kepler-1840 b",,,,,,
"Kepler-1674 b",,,,,,
"Kepler-1826 b",,,,,,
"Kepler-1090 b",,,,,,
"Kepler-1963 b",,,,,,
"BD-11 4672 b",,,,,,
"Kepler-1667 b",,,,,,
"Kepler-1793 b",,,,,,
"HD 203030 b","G8 V",,,,,
"Kepler-1806 b",,,,,,
"Kepler-1774 b",,,,,,
"Kepler-1832 b",,,,,,
"Kepler-1769 b",,,,,,
"K2-395 b",,,,,,
"Kepler-1979 b",,"17.206200&plusmn;0.009962","15.6884000&plusmn;0.0031461","15.1496000&plusmn;0.0031474","14.9660000&plusmn;0.0033739","14.901700&plusmn;0.004636"
"Kepler-1981 b",,"15.2420000&plusmn;0.0046416","14.0759000&plusmn;0.0031915","13.5474000&plusmn;0.0043238","13.4506000&plusmn;0.0019513","13.296500&plusmn;0.003892"
"Kepler-1982 b",,"14.8886000&plusmn;0.0051919","15.2766000&plusmn;0.0115756","15.1167000&plusmn;0.0099533","14.4448000&plusmn;0.0110385","13.4074000&plusmn;0.0056402"
"Kepler-1984 b",,,,,,
"Kepler-1985 b",,,,,,
"Kepler-1986 b",,,,,,
"Kepler-1987 d",,,,,,
"Kepler-1987 e",,,,,,
"Kepler-1987 c",,,,,,
"Kepler-1987 b",,,,,,
"Kepler-1988 b",,,,,,
"Kepler-1989 b",,,,,,
"Kepler-1990 b",,,,,,
"Kepler-1990 c",,,,,,
"Kepler-1991 c",,,,,,
"Kepler-1991 b",,,,,,
"Kepler-1992 b",,,,,,
"Kepler-1993 b",,,,,,
"Kepler-1785 b",,,,,,
"Kepler-647 b",,,,,,
"KOI-984 b",,,,,,
"CoRoT-18 b",,"16.9794000&plusmn;0.0071777","15.3870000&plusmn;0.0036424","14.7454000&plusmn;0.0044737","14.5159000&plusmn;0.0043373","14.4078000&plusmn;0.0046509"
"GJ 896 A b","M3.5 V","15.04800&plusmn;0.00718","12.7117000&plusmn;0.0024423","11.5740000&plusmn;0.0038149","11.3945000&plusmn;0.0054257","7.7631900&plusmn;0.0013042"
"HD 93963 A c",,,,,,
"HR 858 b",,,,,,
"Kepler-1877 b",,,,,,
"Kepler-1940 b",,,,,,
"Kepler-1832 b",,,,,,
"Kepler-1818 b",,"16.6618000&plusmn;0.0082648","15.4782000&plusmn;0.0049235","16.110000&plusmn;0.013719","14.8196000&plusmn;0.0057387","14.6553000&plusmn;0.0069439"
"Kepler-32 c","M1 V",,,,,
"K2-133 d","M1 V","17.2832000&plusmn;0.0097996","15.264500&plusmn;0.004445","13.6265000&plusmn;0.0029213","12.9151000&plusmn;0.0014591","12.7195000&plusmn;0.0052315"
"TOI-206 b",,,,,,
"TOI-3364 b",,,,,,
"K2-98 b",,"14.8585000&plusmn;0.0057237","12.7167000&plusmn;0.0011005","12.1294000&plusmn;0.0009827","12.0217000&plusmn;0.0014758","13.506700&plusmn;0.008161"
"K2-105 b",,"15.1324000&plusmn;0.0067427","12.432100&plusmn;0.000896","11.7522000&plusmn;0.0008132","11.5689000&plusmn;0.0008367","12.9819000&plusmn;0.0061429"
"Kepler-426 b",,,,,,
"Kepler-26 b",,,,,,
"Kepler-26 c",,,,,,
